N°;Id annuaire;Nom;TAB;Adresse;CP;Ville;Tel;Fax;Email;Site;Description
1010000000;Alimentation;;;;;;;;;;
1010010000;Boucheries Chevalines;;;;;;;;;;
1010020000;Boucheries-Charcuteries;;;;;;;;;;
1010020000;7233;Boucherie Berbèche;TAB;13, r. Gabriel Faure;94000;Créteil;01 43 39 20 43;;;;
1010020000;7234;Boucherie Berdah;TAB;14, r. du Porte Diner;94000;Créteil;06 22 38 41 77;;;;
1010020000;7235;Boucherie Créteil;TAB;10, all. Parmentier;94000;Créteil;01 42 07 18 56;;;;
1010020000;7236;Boucherie du Lac;TAB;58, av. du Gén. Pierre Billotte;94000;Créteil;01 43 99 14 53;;;;
1010020000;7237;Boucherie Lequesme;TAB;28, r. Gén. Leclerc;94000;Créteil;01 42 07 25 18;;;;
1010020000;7238;Boucherie Ousaad;TAB;12, r. Gén. Leclerc;94000;Créteil;01 42 07 29 49;;;;
1010020000;7243;Boucherie Thomas;TAB;44, r. du Général Leclerc;94000;Créteil;01 42 07 11 89;;;;Boucherie - Charcuterie - Volaille Marie-Paule, Jacques-Henri et son équipe vous accueillent du mardi au vendredi de 7h30 à 12h30 et de 15h30 à 19h30 et le samedi de 7h30 à 19h30 ainsi que le dimanche de 7h30 à 13h00.
1010020000;7239;BTH;TAB;13, all. du Commerce;94000;Créteil;01 43 77 90 94;;;;
1010020000;7240;Jarmi;TAB;2, r. Edouard Manet;94000;Créteil;01 43 39 29 64;;;;
1010020000;7241;Les Boucheries Chevallier;TAB;36, r. Gén. Leclerc;94000;Créteil;01 42 07 25 48;;;;
1010020000;7242;Ribot Gilbert Jacques Bernard;TAB;Ccial du Palais;94000;Créteil;01 48 99 91 42;;;;
1010020000;7244;Zrelli Latifa;TAB;8, r. Dr Ramon;94000;Créteil;01 49 56 01 06;;;;
1010030000;Boulangeries, Pâtisseries;;;;;;;;;;
1010030000;7245;Au Croissant d'Or;TAB;107, r. Gén. Leclerc;94000;Créteil;01 42 07 22 96;;;;
1010030000;7246;Boulangerie Djemai;TAB;139, r. Chéret;94000;Créteil;01 42 07 79 95;;;;
1010030000;7247;Boulangerie Pâtisserie Delaroche;TAB;76, r. du Gén. Leclerc;94000;Créteil;01 42 07 63 60;;;;
1010030000;7248;Boulangerie Pâtisserie Estaëlle;TAB;40, r. du Gén. Leclerc;94000;Créteil;01 42 07 22 44;;;;
1010030000;7249;Boulangerie Pâtisserie Paul;TAB;19, r. du Gén. Leclerc;94000;Créteil;01 48 99 43 80;;;;
1010030000;7250;Boulangerie Pâtisserie Paul;TAB;6, all. Parmentier;94000;Créteil;01 48 99 78 43;;;;
1010030000;7251;Boulangerie Pâtisserie Paul;TAB;CCR Créteil Soleil;94000;Créteil;01 49 56 18 94;;;;
1010030000;7252;Boulangerie Pâtisserie Paul;TAB;CCR Créteil Soleil;94000;Créteil;01 43 39 32 37;;;;
1010030000;7253;Boulangerie Pâtisserie Paul;TAB;CCR Créteil Soleil;94000;Créteil;01 43 99 56 84;;;;
1010030000;7254;Caprices et Délices;TAB;5, r. Edouard Manet;94000;Créteil;01 43 39 20 20;;;;
1010030000;7255;Espace Gourmet;TAB;1, r. Gén. de Larminat;94000;Créteil;01 41 94 99 44;;;;
1010030000;7256;Icosium;TAB;pl. des Bouleaux;94000;Créteil;01 41 78 80 10;;;;
1010030000;7257;L'Epi d'Or;TAB;34, bd. John Kennedy;94000;Créteil;01 43 39 74 83;;;;
1010030000;7258;La Romainville Pâtisserie;TAB;r. de la Basse Quinte;94000;Créteil;01 49 80 11 60;;;;
1010030000;7259;Labouri Noureddine;TAB;92, av. Laferriere;94000;Créteil;09 61 06 11 06;;;;
1010030000;7260;Les Epis d'Or;TAB;27, all. Commerce;94000;Créteil;01 43 99 92 42;;;;
1010030000;7261;Les Jardins de la Méditerranée;TAB;22, bd. John Kennedy;94000;Créteil;01 43 77 05 56;;;;
1010030000;7262;Medina;TAB;39, av. de Verdun;94000;Créteil;01 48 99 41 30;;;;
1010030000;7263;Pâtisserie Weiss;TAB;38, r. du Gén. Leclerc;94000;Créteil;01 42 07 19 92;;;;
1010030000;7264;Régaldis;TAB;3, r. Lac;94000;Créteil;01 48 98 15 86;;;;
1010030000;7265;Secher David;TAB;24, r. Gén. Leclerc;94000;Créteil;01 42 07 37 43;;;;
1010030000;7266;Topalca Méhmet;TAB;30, av. Mar. Lyautey;94000;Créteil;01 42 07 65 43;;;;
1010030000;7267;Tov'Mie;TAB;25, av. Dr Paul Casalis;94000;Créteil;01 48 99 00 39;;;;
1010040000;Confiseries, Chocolateries;;;;;;;;;;
1010040000;7268;Choco Gourmet;TAB;34, r. Gén. Leclerc;94000;Créteil;01 48 99 65 66;;;;
1010040000;7269;Glasmacher Martine;TAB;6, pl. Salvador Allende;94000;Créteil;01 49 80 91 00;;;;
1010040000;7270;Jeff de Bruges Exploitation;TAB;Ccial Créteil Soleil;94000;Créteil;01 49 80 01 64;;;;
1010040000;7271;Léonidas;TAB;Ccial Créteil Soleil;94000;Créteil;01 49 80 03 60;;;;
1110090001;Épicerie Fine;;;;;;;;;;
1110090001;14477;Valette;TAB;41, r. du Général Leclerc;94000;Créteil;01 49 81 03 77;;;;
1010050000;Fromageries;;;;;;;;;;
1010050000;7272;La Fromagerie du Village;TAB;43, r. du Général Leclerc;94000;Créteil;01 42 07 13 49;;;;
1010060000;Fruits, Légumes Frais et Primeurs;;;;;;;;;;
1010060000;7273;Créteil Primeurs;TAB;42, r. Gén. Leclerc;94000;Créteil;01 48 99 31 86;;;;
1010060000;7274;Idir Mohamed;TAB;6, r. César Franck;94000;Créteil;01 43 77 62 06;;;;
1010060000;7275;Karami Said;TAB;2 bis, av. Jean Baptiste Champeval;94000;Créteil;01 48 99 41 29;;;;
1010060000;7276;Le Panier des Primeurs;TAB;31, r. Gén. Leclerc;94000;Créteil;01 41 78 65 12;;;;
1010060000;7277;Primeurs Université;TAB;8, all. Parmentier;94000;Créteil;01 48 99 91 43;;;;
1010070000;Poissonneries;;;;;;;;;;
1010070000;7278;Créteil Marée;TAB;30, r. du Gén. Leclerc;94000;Créteil;01 42 07 01 57;;;;Poissonnerie traditionnelle - Crustacés - Fruits de Mer - Préparations Maison Toute l'équipe de Créteil Marée est ravie de vous accueillir du mercredi au vendredi de 08h00 à 12h45 et de 15h45 à 19h15, le samedi de 08h00 à 19h15 et le dimanche de 08h00 à 13h00.
1010080000;Produits Exotiques;;;;;;;;;;
1010090000;Supermarchés et Hypermarchés;;;;;;;;;;
1010090000;7279;Atac;TAB;22, r. du Gén. Leclerc;94000;Créteil;01 42 07 18 37;;;;
1010090000;7280;Bergajean;TAB;Ccial Levrière;94000;Créteil;01 48 98 15 21;;;;
1010090000;7281;Carrefour;TAB;Ccial Régional;94000;Créteil;01 45 13 55 55;;;;
1010090000;7282;ED;TAB;33, av. Mar de Lattre de Tassigny;94000;Créteil;01 48 98 35 18;;;;
1010090000;7283;Franprix;TAB;287, av. du Gén. de Gaulle;94000;Créteil;01 48 99 52 47;;;;
1010090000;7284;Franprix;TAB;30, all. du Commerce;94000;Créteil;01 43 77 57 61;;;;
1010090000;7285;Franprix;TAB;36, av. Gén. Pierre Billotte;94000;Créteil;01 43 77 45 56;;;;
1010090000;7286;Franprix;TAB;64, av. François Mitterrand;94000;Créteil;01 49 80 36 25;;;;
1010090000;7287;Franprix;TAB;68, av. Gén. Pierre Billotte;94000;Créteil;01 49 56 04 99;;;;
1010090000;7288;Franprix;TAB;r. Camille Robert;94000;Créteil;01 43 77 57 61;;;;
1010090000;7289;Franprix;TAB;15, r. de joly;94000;Créteil;01 49 81 08 32;;;;
1010090000;7290;G 20;TAB;30, av. du Mar. Lyautey;94000;Créteil;01 48 98 15 21;;;;
1010090000;7291;Giga Store;TAB;66, av. du Gén. de Gaulle;94000;Créteil;01 43 99 17 45;;;;
1010090000;7292;Hyper U;TAB;9, r. Georges Enesco;94000;Créteil;0 810 79 87 98;;;;
1010090000;7293;J Dis;TAB;av. du Gén. de Gaulle;94000;Créteil;01 43 39 70 82;;;;
1010090000;7294;Javid;TAB;av. du Gén. de Gaulle;94000;Créteil;09 60 49 71 74;;;;
1010090000;7295;Leader Price;TAB;r. Ambroise Paré;94000;Créteil;01 42 07 17 20;;;;
1010090000;7296;Lidl;TAB;5, r. Emmanuel Chabrier;94000;Créteil;;;;;
1010090000;7297;Marché Plus;TAB;117, r. Gén. Leclerc;94000;Créteil;01 56 72 10 87;;;;
1010090000;7298;Palaidis;TAB;av. Gén. de Gaulle;94000;Créteil;01 42 07 17 20;;;;
1010090000;7299;Shopi;TAB;103, r. Chéret;94000;Créteil;01 42 07 23 15;;;;
1010100000;Surgelés;;;;;;;;;;
1010100000;7300;Les Délices du Roi;TAB;18, esplanade Abymes;94000;Créteil;01 43 39 57 18;;;;
1010100000;7301;Picard Surgelés;TAB;r. Basse Quinte;94000;Créteil;01 49 80 08 99;;;;
1010100000;7302;Picard Surgelés;TAB;17, r. Gén. Leclerc;94000;Créteil;01 48 99 20 06;;;;
1010110000;Traiteur - Vente à emporter;;;;;;;;;;
1010110000;7303;B.T.H.;TAB;13, all. Commerce;94000;Créteil;01 43 77 90 94;;;;
1010110000;7304;Caraibes Event's;TAB;84, av. Magellan;94000;Créteil;01 43 99 53 66;;;;
1010110000;14669;Chez Laurent et Evelyne;TAB;;;;06 83 42 16 78;;;www.chezlaurent-traiteur.fr;Afin de vous offrir toute leurs saveurs, l'ensemble de nos produits sont prépares Maison de façon Artisanale, sans ajout de conservateurs ou autres produits chimique et toujours dans le respect de la Tradition.
1010110000;7305;Exo Soleil;TAB;Ccial Régional;94000;Créteil;01 49 80 47 54;;;;
1010110000;7306;Le Chinois de Créteil;TAB;Ccial Régional;94000;Créteil;01 49 80 47 54;;;;
1010110000;7307;Le Cou de la Girafe;TAB;pl. Salvador Allende;94000;Créteil;01 43 99 16 06;;;;
1010110000;7308;Le Lotus Bleu;TAB;11, r. Dr Ramon;94000;Créteil;01 49 80 16 65;;;;
1010110000;7309;Les Délices D'Alice;TAB;13, r. Cotonou;94000;Créteil;01 43 77 42 20;;;;
1010110000;7310;Les Jasmins de Tunis;TAB;22, bd. John Kennedy;94000;Créteil;01 43 77 05 56;;;;
1010110000;7311;Louza;TAB;12, r. Maurice Déménitroux;94000;Créteil;01 77 22 63 56;;;;
1010110000;7312;Orien'table;TAB;14, r. Gén. Leclerc;94000;Créteil;01 41 78 66 57;;;;
1010110000;7313;Papan;TAB;16, r. Gén. Leclerc;94000;Créteil;01 48 99 09 48;;;;
1010110000;7314;Passion Cuisine;TAB;av, Ceinture;94000;Créteil;06 29 49 66 63;;;;
1010110000;7315;Roncière Philippe;TAB;25, r. Gén. Leclerc;94000;Créteil;01 42 07 18 66;;;;
1010110000;7316;Simon;TAB;66, av. Gén. Pierre Billotte;94000;Créteil;01 43 77 35 22;;;;
1010120000;Vins et Spiritueux;;;;;;;;;;
1010120000;7317;Nicolas;TAB;27, r. Gén. Leclerc;94000;Créteil;01 42 07 25 09;;;;
1010120000;7318;Nicolas;TAB;Ccial Régional;94000;Créteil;01 43 77 18 30;;;;
1020000000;Automobiles;;;;;;;;;;
1020010000;Agents et Concessionnaires;;;;;;;;;;
1020010000;7319;A.V.M (Automobiles Val-de-Marne);TAB;121, av. Verdun;94000;Créteil;01 42 07 19 14;;;;
1020010000;7320;Baranger Guyen Automobiles;TAB;38, r. Plâtrières;94000;Créteil;06 58 22 27 03;;;;
1020010000;7321;BLC Automobiles;TAB;42, r. des Mèches;94000;Créteil;0 810 05 15 15;;;;
1020010000;7322;Cab Auto;TAB;8, r. d'Estienne d'Orves;94000;Créteil;01 49 56 96 38;;;;
1020010000;7335;CAB Nation;TAB;6, av. Mar. de Lattre de Tassigny;94000;Créteil;01 48 98 22 00;;;;
1020010000;7323;Citroën S.A.G.A.;TAB;30, rue de Valenton;94000;Créteil;01 42 07 20 71;01 48 98 95 09;;;SAGA, toute notre expertise à votre service ! Nouvelle ligne DS, l'originalité haut de gamme Une gamme innovante et séduisante, pour un service complet et efficace et les véhicules d'occasion Citroën Select
1020010000;7324;Copavi VI;TAB;118, av. du Mar. Foch;94000;Créteil;01 41 78 82 10;;;;
1020010000;7325;Créteil Auto;TAB;185, r. du general leclerc;94000;Créteil;01 42 07 17 39;;;;
1020010000;7326;Ford Safi;TAB;5, av. Mar. de Lattre de Tassigny;94000;Créteil;;01 42 07 51 64;;;
1020010000;7327;Garage du Parc;TAB;20, av. Mar. d'Lattre de Tassigny;94000;Créteil;01 42 07 14 11;;;;
1020010000;7328;Nissan Cap des Nations;TAB;126, r. Gén. Leclerc;94000;Créteil;01 42 07 33 46;;;;
1020010000;7329;Peugeot C N C;TAB;121, r. Gén. Leclerc;94000;Créteil;01 42 07 17 08;;;;
1020010000;7330;Peugeot Svica Créteil;TAB;89, av. Gén. de Gaulle;94000;Créteil;01 45 17 94 94;;;;
1020010000;7331;Renault Svac;TAB;37, r. Valenton;94000;Créteil;01 45 17 98 00;;;;
1020010000;7332;Toyota Créteil;TAB;116, av. Mar. de Lattre de Tassigny;94000;Créteil;01 42 07 03 00;;;www.toyota-creteil.fr;Vente de véhicules neufs et d'occasions - Mécanique - Carrosserie. Accès rue Viet 94000 Créteil
1020020000;Automobiles d'Occasion;;;;;;;;;;
1020020000;7333;Benrahal Mohamed;TAB;48, av. Mar. de Lattre de Tassigny;94000;Créteil;01 42 07 56 67;;;;
1020020000;7334;BLC Automobiles;TAB;42, r. Mèches;94000;Créteil;01 48 99 14 08;;;;
1020020000;7335;CAB Nation;TAB;6, av. Mar. de Lattre de Tassigny;94000;Créteil;01 48 98 22 00;;;;
1020020000;7323;Citroën S.A.G.A.;TAB;30, rue de Valenton;94000;Créteil;01 42 07 20 71;01 48 98 95 09;;;SAGA, toute notre expertise à votre service ! Nouvelle ligne DS, l'originalité haut de gamme Une gamme innovante et séduisante, pour un service complet et efficace et les véhicules d'occasion Citroën Select
1020020000;7359;Garage Auto Verdun Créteil;TAB;89, avenue de Verdun;94000;Créteil;01 42 07 64 63;;;;
1020020000;7337;Norauto;TAB;Ccial Castorama - RN 6;94000;Créteil;01 45 17 02 75;;;;
1020020000;7338;Peugeot C N C;TAB;121, r. Gén. Leclerc;94000;Créteil;01 42 07 17 08;;;;
1020020000;7339;Peugeot Svica Créteil;TAB;89, av. Gén. de Gaulle;94000;Créteil;01 45 17 94 94;;;;
1020020000;7340;Renault Svac;TAB;37, r. Valenton;94000;Créteil;01 45 17 98 00;;;;
1020020000;7332;Toyota Créteil;TAB;116, av. Mar. de Lattre de Tassigny;94000;Créteil;01 42 07 03 00;;;www.toyota-creteil.fr;Vente de véhicules neufs et d'occasions - Mécanique - Carrosserie. Accès rue Viet 94000 Créteil
1020030000;Carrosserie et Peinture;;;;;;;;;;
1020030000;7341;A.V.M (Automobiles Val-de-Marne);TAB;121, av. Verdun;94000;Créteil;01 42 07 19 14;;;;
1020030000;7335;CAB Nation;TAB;6, av. Mar. de Lattre de Tassigny;94000;Créteil;01 48 98 22 00;;;;
1020030000;7359;Garage Auto Verdun Créteil;TAB;89, avenue de Verdun;94000;Créteil;01 42 07 64 63;;;;
1020030000;7342;Peugeot C N C;TAB;121, r. Gén. Leclerc;94000;Créteil;01 42 07 17 08;;;;
1020030000;7343;Peugeot Svica Créteil;TAB;89, av. Gén. de Gaulle;94000;Créteil;01 45 17 94 94;;;;
1020030000;7344;Renault Créteil Autos;TAB;185, r. Gén. Leclerc;94000;Créteil;01 42 07 17 39;;;;
1020030000;7332;Toyota Créteil;TAB;116, av. Mar. de Lattre de Tassigny;94000;Créteil;01 42 07 03 00;;;www.toyota-creteil.fr;Vente de véhicules neufs et d'occasions - Mécanique - Carrosserie. Accès rue Viet 94000 Créteil
1110090002;Centre Auto;;;;;;;;;;
1020040000;Contrôle technique;;;;;;;;;;
1020040000;7345;Auto Bilan France;TAB;6, r. Haute Quinte;94000;Créteil;01 43 99 21 21;;;;
1020040000;7346;Autosur Auto Bilan Créteil;TAB;142 bis, av. Gén. Leclerc;94000;Créteil;01 48 98 09 09;;;;
1020040000;7347;Autovision C.T.C;TAB;96, av. Mar. de Lattre de Tassigny;94000;Créteil;01 42 07 07 07;;;;
1020040000;7348;Norisko Auto;TAB;89, av. Gén. de Gaulle;94000;Créteil;01 45 17 94 94;;;;
1020050000;Experts Automobiles;;;;;;;;;;
1020050000;7349;BCA Expertise;TAB;135, chem. Bassins;94000;Créteil;01 41 94 11 79;;;;
1020060000;Garages, Réparation;;;;;;;;;;
1020060000;7350;3A Garage;TAB;10, r. des Bleuets;94000;Créteil;01 42 07 18 47;;;;
1020060000;7351;A L F Dépannage Remorquage;TAB;8, r. d'Estienne d'Orves;94000;Créteil;01 49 80 30 84;;;;
1020060000;7352;A.V.M (Automobiles Val-de-Marne);TAB;121, av. Verdun;94000;Créteil;01 42 07 19 14;;;;
1020060000;7353;BLC Automobiles;TAB;42, r. Mèches;94000;Créteil;01 48 99 14 08;;;;
1020060000;7354;Brocvielle Pierre;TAB;r. de la Basse Quinte;94000;Créteil;09 62 61 04 93;;;;
1020060000;7335;CAB Nation;TAB;6, av. Mar. de Lattre de Tassigny;94000;Créteil;01 48 98 22 00;;;;
1020060000;7356;Cheap Auto;TAB;57, r. de Mayenne;94000;Créteil;06 58 52 75 71;;;;
1020060000;7323;Citroën S.A.G.A.;TAB;30, rue de Valenton;94000;Créteil;01 42 07 20 71;01 48 98 95 09;;;SAGA, toute notre expertise à votre service ! Nouvelle ligne DS, l'originalité haut de gamme Une gamme innovante et séduisante, pour un service complet et efficace et les véhicules d'occasion Citroën Select
1020060000;7358;Fanoukoe Kossi;TAB;7, pl. Salvador Allende;94000;Créteil;06 65 34 30 88;;;;
1020060000;7359;Garage Auto Verdun Créteil;TAB;89, avenue de Verdun;94000;Créteil;01 42 07 64 63;;;;
1020060000;7360;Garage Mondor;TAB;116, av. Mar. de Lattre de Tassigny;94000;Créteil;0 810 05 15 15;;;;
1020060000;7361;Hyundai Garage du Parc;TAB;20, av. Mar. de Lattre de Tassigny;94000;Créteil;01 42 07 18 83;;;;
1020060000;7362;James Autos;TAB;5, r. Jean Jaurès;94000;Créteil;01 42 07 82 32;;;;
1020060000;7363;Midas;TAB;24, r. des Mèches;94000;Créteil;01 48 99 40 40;;;;
1020060000;7364;Nissan Cap des Nations;TAB;126, r. Gén. Leclerc;94000;Créteil;01 42 07 33 46;;;;
1020060000;7365;Norauto;TAB;Ccial Castorama - rn 6;94000;Créteil;01 45 17 02 75;;;;
1020060000;7366;Peugeot C N C;TAB;121, r. Gén. Leclerc;94000;Créteil;01 42 07 17 08;;;;
1020060000;7367;Peugeot Svica Créteil;TAB;89, av. Gén. de Gaulle;94000;Créteil;01 45 17 94 94;;;;
1020060000;7368;Philippe Garage;TAB;18, r. du Départ;94000;Créteil;01 49 80 91 31;;;;
1020060000;7369;Renault Créteil Autos;TAB;185, r. Gén. Leclerc;94000;Créteil;01 42 07 17 39;;;;
1020060000;7370;Renault Svac;TAB;37, r. Valenton;94000;Créteil;01 45 17 98 00;;;;
1020060000;7371;SEGI (Société d'Equipement des Grands Itinéraires);TAB;chem. des Marais;94000;Créteil;01 49 80 09 21;;;;
1020060000;7372;Speedy;TAB;90, av. Mar. de Lattre de Tassigny;94000;Créteil;01 48 99 39 70;;;;
1020060000;7332;Toyota Créteil;TAB;116, av. Mar. de Lattre de Tassigny;94000;Créteil;01 42 07 03 00;;;www.toyota-creteil.fr;Vente de véhicules neufs et d'occasions - Mécanique - Carrosserie. Accès rue Viet 94000 Créteil
1020070000;Location d'Automobiles;;;;;;;;;;
1020070000;7374;Ada Location;TAB;21, av. Mar. de Lattre de Tassigny;94000;Créteil;01 48 53 76 44;;;;
1020070000;7375;Carrefour Location;TAB;av. Gén. de Gaulle;94000;Créteil;01 45 13 55 55;;;;
1020070000;7376;Europcar;TAB;r. Jean Gabin;94000;Créteil;01 49 81 03 32;;;;
1020070000;7377;Fraikin France;TAB;chem. Marais;94000;Créteil;01 43 53 02 98;;;;
1020080000;Pare-brises;;;;;;;;;;
1020080000;7378;A+Glass Créteil Autos;TAB;185, r. Gén. Leclerc N 19;94000;Créteil;01 42 07 17 39;;;;
1020080000;7379;Carglass;TAB;6, r. Haute Quinte;94000;Créteil;01 43 99 48 48;;;;
1020080000;7380;Mondial Pare Brise;TAB;96, r. Gén. Leclerc;94000;Créteil;01 48 98 44 11;;;;
1020080000;7381;Norauto;TAB;Ccial Castorama - RN 6;94000;Créteil;01 45 17 02 75;;;;
1020090000;Pièces de Rechange et Accessoires;;;;;;;;;;
1020090000;7382;A+ Glass Créteil Autos;TAB;185, r. du Gén. Leclerc;94000;Créteil;01 42 07 17 39;;;;
1020090000;7383;Allinquant;TAB;62, av. Gén. de Gaulle;94000;Créteil;01 48 98 23 00;;;;
1020090000;7335;CAB Nation;TAB;6, av. Mar. de Lattre de Tassigny;94000;Créteil;01 48 98 22 00;;;;
1020090000;7384;Carglass;TAB;6, r. de la Haute Quinte;94000;Créteil;0 800 77 24 24;;;;
1020090000;7385;F.A.P (France Auto Pièces);TAB;r. Basse Quinte;94000;Créteil;01 43 77 16 16;;;;
1020090000;7386;Grip Performance;TAB;38, r. Plâtrières;94000;Créteil;01 43 39 63 87;;;;
1020090000;7387;Midas;TAB;24, r. des Mèches;94000;Créteil;01 48 99 40 40;;;;
1020090000;7388;Mondial Pare Brise;TAB;96, r. du Gén. Leclerc;94000;Créteil;01 48 98 44 11;;;;
1020090000;7389;Peugeot Svica Créteil;TAB;89, av. Gén. de Gaulle;94000;Créteil;01 45 17 94 94;;;;
1020090000;7390;Speedy;TAB;90, av. Mar. de Lattre de Tassigny;94000;Créteil;01 48 99 39 70;;;;
1020100000;Remorquage automobile;;;;;;;;;;
1020100000;7391;Auto 94;TAB;Toute l'Ile-De-France;94000;Créteil;06 18 20 49 20;;;;
1020100000;7359;Garage Auto Verdun Créteil;TAB;89, avenue de Verdun;94000;Créteil;01 42 07 64 63;;;;
1000000000;Autres Commerces;;;;;;;;;;
1000000000;14511;First Copy;TAB;4, r. d\'Estienne d\'Orves;94000;Créteil;01 56 72 11 00;01 56 72 11 03;firstcopy@orange.fr;www.firstcopy.fr;Photocopie / Reprographie Du lundi au vendredi de 9h00 à 12h30 et de 14h00 à 18h30
1080010000;Animaleries;;;;;;;;;;
1080010000;7779;Petland;TAB;Ccial Créteil Soleil;94000;Créteil;01 49 80 01 08;;;;
1080080000;Fleuristes;;;;;;;;;;
1080080000;7864;AA Fleurs Creteil;TAB;Ccial Régional;94000;Créteil;09 75 53 28 99;;;;
1080080000;7865;Capucine Mertens;TAB;21, r. Gén. Leclerc;94000;Créteil;01 42 07 13 36;;;;
1080080000;7866;Fleurs du Palais;TAB;12, all. Parmentier;94000;Créteil;01 48 98 00 18;;;;
1080080000;7867;Monceau Fleurs;TAB;CCR Créteil Soleil;94000;Créteil;01 49 80 03 44;;;;
1080080000;7868;Val Des Roses;TAB;72, r. Gén. Leclerc;94000;Créteil;01 48 98 06 92;;;;
1080150000;Jouets, Jeux - Jeux vidéo;;;;;;;;;;
1080150000;7939;Fnac Eveil & Jeux;TAB;CCR Créteil Soleil;94000;Créteil;0 892 35 06 66;;;;
1080150000;7940;Gameland;TAB;26, all. Parmentier;94000;Créteil;06 12 64 55 49;;;;
1080150000;7941;La Grande Récré;TAB;CCR Créteil Soleil;94000;Créteil;01 43 99 13 44;;;;
1080150000;7942;Micromania;TAB;Ccial Créteil Soleil;94000;Créteil;01 43 77 24 11;;;;
1080150000;7943;Oxybul éveil et jeux;TAB;Ccial Créteil Soleil;94000;Créteil;0 892 35 06 66;;;;
1080150000;7944;Score Game;TAB;CCR Créteil Soleil;94000;Créteil;01 49 56 06 06;;;;
1080150000;7945;Score Game;TAB;5, r. Gén. Leclerc;94000;Créteil;0 825 10 10 15;;;;
1080160000;Librairies - Papetries;;;;;;;;;;
1080160000;7946;Fnac;TAB;Ccial Créteil Soleil;94000;Créteil;0 825 02 00 20;;;;
1080160000;7947;France Loisirs;TAB;Ccial Créteil Soleil;94000;Créteil;01 49 80 04 43;;;;
1080160000;7948;Guallarano Jacques;TAB;12, all. Commerce;94000;Créteil;01 43 39 34 45;;;;
1080160000;7949;L'écritoire du Vilage;TAB;39, r. du Gén. Leclerc;94000;Créteil;01 42 07 22 70;;;;
1080160000;7950;La Maison De La Presse;TAB;28, r. Gén. Leclerc;94000;Créteil;01 42 07 18 23;;;;
1080160000;7951;Librairie Averroes (Mosquée Sahaba);TAB;4, r. Jean Gabin;94000;Créteil;01 43 39 43 74;;;;
1080160000;7952;Librairie Joyen;TAB;74 bis, r. Gén. Leclerc;94000;Créteil;01 42 07 48 16;;;;
1080160000;7953;Ness;TAB;60, av. Gén. Pierre Billotte;94000;Créteil;01 43 99 09 97;;;;
1080200000;Merceries;;;;;;;;;;
1080200000;7960;Mondial Tissus;TAB;Carrefour Pompadour;94000;Créteil;01 41 94 19 83;;;;
1080250000;Pressings, Laveries, Blanchisseries;;;;;;;;;;
1080250000;7976;Clean Press;TAB;25, av. Gén. Pierre Billotte;94000;Créteil;01 49 80 00 23;;;;
1080250000;7977;J P S;TAB;40, r. Gén. Leclerc;94000;Créteil;01 42 07 39 83;;;;
1080250000;7978;Laverie Kennedy;TAB;28, bd. John Kennedy;94000;Créteil;01 43 99 56 59;;;;
1080250000;7979;Palais;TAB;22, all. Parmentier;94000;Créteil;01 48 98 39 72;;;;
1080250000;7980;Phiser;TAB;3, pl. Pierre Mendès France;94000;Créteil;01 48 85 05 83;;;;
1080250000;7981;Pressing 5 A Sec;TAB;CCR Créteil Soleil;94000;Créteil;01 49 80 34 99;;;;
1080250000;7982;Pressing Colchic;TAB;59, r. Gén. Leclerc;94000;Créteil;01 42 07 23 59;;;;
1080250000;7983;Pressing de la Source;TAB;23, r. Falkirk;94000;Créteil;01 49 56 99 67;;;;
1080250000;7984;S N Secopress;TAB;27, all. Parmentier;94000;Créteil;01 48 99 92 16;;;;
1080290000;Toilettage de Chiens et Chats;;;;;;;;;;
1080300000;Vidéos Clubs;;;;;;;;;;
1040000000;Beauté;;;;;;;;;;
1040010000;Bronzage U.V.;;;;;;;;;;
1040010000;7400;Point Soleil;TAB;CCR Créteil Soleil;94000;Créteil;01 49 80 03 97;;;;
1040010000;7401;Soleil Beauté;TAB;1, av. Gén. de Gaulle;94000;Créteil;01 43 77 72 72;;;;
1040020000;Centres d'Amincissement;;;;;;;;;;
1040020000;7463;En corps plus belle;TAB;8, r. d'Estienne d'Orves;94000;Créteil;01 42 07 01 65;;;;Institut de beauté et Centre de Bien-Être ouvert du mardi au samedi de 10h à 19h (sans interruption) vous propose un large éventail de soins : - Soins du visage et du corps - Épilations - Beauté des mains - Beauté des pieds - Hammam - Détente - Amincissement - Cellu M6 -20% le mercredi pour les étudiants Parking gratuit 3h
1040020000;7402;Fintao Centre Minceur;TAB;r. Ferdinand de Lesseps;94000;Créteil;06 29 39 45 59;;;;
1040020000;14508;L'Île de Beauté;TAB;13, av. du Gén. Pierre Billotte;94000;Créteil;01 43 99 41 60;;;;
1040030000;Coiffeurs;;;;;;;;;;
1040030000;7403;Abbaye Coiffure;TAB;2, pl. Abbaye;94000;Créteil;01 43 77 60 76;;;;
1040030000;7404;Africa Foire;TAB;24, all. Commerce;94000;Créteil;01 43 77 24 80;;;;
1040030000;7405;Anet coiffure;TAB;109, r. Chéret;94000;Créteil;01 48 99 11 05;;;;
1040030000;7406;Ap Coiff'Lui;TAB;18, av. Mar de Lattre de Tassigny;94000;Créteil;01 42 07 81 54;;;;
1040030000;7407;Atelier 75;TAB;75, r. Gén. Leclerc;94000;Créteil;01 42 07 77 29;;;;
